LexicalClass,EntryID,LemmaID,Iconicity(M),Iconicity(bin),SignFrequency(M),SignFrequency(bin),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreqZ(native),SignFrequency(N-Native),PercentUnknown(Native),GlossConfirmation,PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(SD),Iconicity(Z),Iconicity(N),SubtLexUSLog10WF,Compound,Initialized,FingerspelledLoanSign,SignOnset(ms),SignOffset(ms),SignLength(ms),SignLength(bin),ClipLength(ms),SignType,MajorLocation,MinorLocation,SelectedFingers,Flexion,Movement,MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,SignTypeFrequency,MajorLocationFrequency,MinorLocationFrequency,SelectedFingersFrequency,FlexionFrequency,MovementFrequency,HandshapeFrequency,,Batch,Item,List,Repeat.1,Telic,TelicHow,repetition,telicity notes
Noun,playground,playground,1.6,loicon,3.778,medfreq,1.601,-0.041162971,27,0.00%,3.692,1.601,-0.060916315,13,0.00%,0,,,2.074,-0.686,30,2.417,1,0,0,467.13,1501.5,1034.37,long,1701.7,SymmetricalOrAlternating,Neutral,Neutral,p,1,None,772,18,3,332,349,345,41,487,180,38,,A,29,2,0,,,,
Noun,key,key,5.7,hiicon,4.72,hifreq,1.926,0.086065269,25,0.00%,4.5,2.139,-0.058564843,14,0.00%,0,,,2.045,1.44,30,3.647,0,0,0,533.87,1001,467.13,medshort,1634.97,AsymmetricalDifferentHandshape,Hand,Palm,i,2,None,566,15,0,178,216,91,265,76,180,39,,B,33,2,0,,,,
Noun,spaghetti,spaghetti,2.718,medicon,3.935,medfreq,1.843,-0.013288948,31,0.00%,3.778,1.734,-0.058328607,18,0.00%,1,70.97%,83.33%,2.048,-0.196,39,2.481,0,0,0,266.93,1234.57,967.63,medlong,1434.77,SymmetricalOrAlternating,Neutral,Neutral,p,1,Circular,759,17,0,332,349,345,41,487,111,38,,A,42,1,0,,,,
Noun,floor,floor,3.857,medicon,3.72,medfreq,1.646,-0.266369258,25,3.70%,4.071,1.859,-0.051129866,14,6.25%,1,100.00%,100.00%,2.025,0.405,35,3.71,0,0,0,567.23,1368.04,800.8,medlong,2002,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,D,62,1,0,,,,
Noun,gossip,gossip,3.162,medicon,4.222,medfreq,0.892,0.05892533,27,0.00%,4.063,0.772,-0.045003736,16,0.00%,0,,,2.025,0.07,37,2.6,0,1,0,500.5,1434.77,934.27,medlong,2002,SymmetricalOrAlternating,Head,Chin,i,3,Circular,766,4,0,332,300,63,265,88,111,17,,D,29,1,0,,,,
Noun,holiday,holiday,1.36,loicon,3.846,medfreq,1.642,-0.172671143,26,0.00%,4.125,1.455,-0.036230933,16,0.00%,0,,,2.009,-0.797,25,3.036,0,0,0,500.5,1201.2,700.7,medlong,1735.07,SymmetricalOrAlternating,Body,Clavicle,thumb,3,BackAndForth,641,4,2,332,100,41,54,88,354,5,,D,31,3,0,,,,
Noun,voice,voice,4.8,hiicon,4.333,medfreq,1.626,0.008552023,30,0.00%,4.444,1.723,-0.033194726,18,0.00%,0,,,2.075,0.863,35,3.643,0,1,0,400.4,1468.14,1067.73,long,1768.44,OneHanded,Body,Neck,im,3,Circular,605,3,0,388,100,11,129,88,111,8,,A,83,3,0,,,,
Noun,grapes,grapes,2.133,loicon,4.333,medfreq,1.569,0.273578158,27,0.00%,3.769,1.423,-0.031349171,13,0.00%,0,,,2.074,-0.418,30,2.305,0,0,0,533.87,1401.4,867.53,medlong,1468.14,AsymmetricalDifferentHandshape,Hand,PalmBack,imrp,2,BackAndForth,744,27,1,178,216,24,455,76,354,18,,A,89,2,0,,,,
Noun,eraser,eraser,4.533,medicon,4.633,hifreq,1.712,0.162495572,30,0.00%,4.444,1.79,-0.029833827,18,0.00%,0,,,1.921,0.853,30,1.716,0,0,0,567.23,1001,433.77,medshort,2035.37,AsymmetricalDifferentHandshape,Hand,Palm,imrp,7,BackAndForth,739,28,9,178,216,91,455,82,354,72,,C,72,1,0,,,,
Noun,nut,nut,1.667,loicon,4.259,medfreq,1.509,0.06646221,27,0.00%,4.176,1.59,-0.028599419,17,0.00%,0,,,2.166,-0.572,30,2.902,0,0,0,667.33,1401.4,734.07,medlong,2035.37,OneHanded,Head,Mouth,thumb,1,BackAndForth,831,42,4,388,300,40,54,487,354,44,,D,73,2,0,,,,
Noun,traffic,traffic,1.926,loicon,4,medfreq,1.803,-0.458563247,25,0.00%,4.571,1.697,-0.024542894,14,0.00%,0,,,2.016,-0.495,27,3.163,0,0,0,533.87,1101.1,567.23,medshort,1801.8,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,B,43,1,0,,,,
Noun,train,train,1.4,loicon,4.6,medfreq,1.708,-0.019940513,25,0.00%,4.643,1.646,-0.019682264,14,0.00%,0,,,1.948,-0.698,30,3.686,0,0,0,500.5,967.63,467.13,medshort,1634.97,AsymmetricalSameHandshape,Hand,FingerBack,im,3,BackAndForth,602,7,1,78,216,21,129,88,354,8,,B,3,3,0,,,,
Noun,body,body,5.556,hiicon,4.84,hifreq,1.344,0.091713395,25,0.00%,4.643,1.336,-0.011256972,14,0.00%,0,,,2.016,1.323,27,3.999,0,0,0,367.03,934.27,567.23,medshort,1468.14,SymmetricalOrAlternating,Body,Clavicle,imrp,1,Straight,853,32,2,332,100,41,455,487,177,192,,B,47,1,0,,,,
Noun,bar,bar,2.19,loicon,4.087,medfreq,1.881,0.016975801,23,8.00%,3.923,2.019,-0.010876371,13,13.33%,0,,,2.153,-0.624,21,3.642,0,0,0,300.3,2002,1701.7,long,3136.47,OneHanded,Head,Mouth,thumb,1,BackAndForth,831,42,4,388,300,40,54,487,354,44,,A,72,3,0,,,,
Noun,south,south,1.222,loicon,4,medfreq,1.438,-0.197219592,30,0.00%,4.5,1.505,-0.009750488,18,0.00%,1,96.67%,100.00%,2.025,-0.75,27,3.517,0,1,0,800.8,1835.17,1034.37,long,2302.3,OneHanded,Neutral,Neutral,imrp,7,Straight,838,23,7,388,349,345,455,82,177,72,,C,29,2,0,,,,
Noun,department,department,1.63,loicon,4.567,medfreq,1.547,0.105299405,30,0.00%,4.556,1.723,-0.003019336,18,0.00%,0,,,2.025,-0.566,27,3.513,0,1,0,567.23,967.63,400.4,medshort,2135.47,SymmetricalOrAlternating,Neutral,Neutral,mrp,6,Curved,550,3,0,332,349,345,4,74,125,4,,C,33,2,0,,,,
Noun,garage,garage,2,loicon,4.28,medfreq,1.429,0.143423232,25,0.00%,3.933,1.335,0.003543028,15,0.00%,0,,,2.153,-0.743,21,3.143,0,0,0,433.77,1001,567.23,medshort,1201.2,AsymmetricalDifferentHandshape,Neutral,Neutral,im,1,BackAndForth,869,18,7,178,349,345,129,487,354,66,,A,22,3,0,,,,
Noun,brush,brush,6.622,hiicon,3.733,medfreq,2.258,-0.17947225,30,3.23%,4.056,2.261,0.004623244,18,0.00%,0,,,2.048,1.711,37,2.859,0,0,0,467.13,1301.3,834.17,medlong,2168.84,OneHanded,Head,Other,imrp,7,Straight,796,23,2,388,300,74,455,82,177,72,,A,72,1,0,,,,
Noun,counselor,counselor,1.514,loicon,4.84,hifreq,1.724,0.07126448,25,0.00%,4.714,1.637,0.012502051,14,0.00%,1,96.00%,100.00%,2.048,-0.78,37,2.705,1,0,0,333.67,1334.67,1001,long,1568.24,AsymmetricalDifferentHandshape,Hand,PalmBack,imrp,6,BackAndForth,756,27,0,178,216,24,455,74,354,20,,B,5,1,1,,,,
Noun,deodorant,deodorant,6.583,hiicon,3.968,medfreq,1.923,-0.020112625,31,0.00%,3.944,1.924,0.012879084,18,0.00%,0,,,2.048,1.663,36,1.919,0,0,0,467.13,1067.73,600.6,medshort,1468.14,OneHanded,Body,Other,imrp,7,BackAndForth,824,18,6,388,100,74,455,82,354,72,,A,86,1,0,,,,
Noun,hamburger,hamburger,3.615,medicon,4.429,medfreq,1.72,0.109354864,21,0.00%,4.167,1.899,0.01632076,12,0.00%,0,,,2.048,0.229,39,2.6,0,0,0,66.73,1001,934.27,medlong,1234.57,SymmetricalOrAlternating,Neutral,Neutral,i,5,Curved,703,7,0,332,349,345,265,108,125,11,,A,4,1,1,,,,
Noun,earring,earring,6.528,hiicon,3.867,medfreq,1.676,-0.295259603,30,0.00%,4.556,1.688,0.016601132,18,0.00%,0,,,2.075,1.747,36,2.143,0,0,0,600.6,1101.1,500.5,medshort,2068.74,SymmetricalOrAlternating,Head,Other,i,5,None,778,5,0,332,300,74,265,108,180,11,,C,11,3,0,,,,
Noun,things,things,2.3,loicon,4.84,hifreq,1.491,0.126636346,25,0.00%,4.714,1.326,0.018309571,14,0.00%,1,84.00%,78.57%,1.948,-0.258,30,4.548,0,0,0,433.77,1001,567.23,medshort,1501.5,OneHanded,Neutral,Neutral,imrp,1,BackAndForth,943,70,32,388,349,345,455,487,354,192,,B,43,3,0,,,,
Noun,soda,soda,2.361,medicon,4.533,medfreq,1.756,0.108262964,30,0.00%,4.556,1.653,0.01985118,18,0.00%,0,,,2.075,-0.284,36,3.006,0,0,0,667.33,1601.6,934.27,medlong,2502.5,AsymmetricalDifferentHandshape,Hand,FingerRadial,m,3,BackAndForth,556,9,2,178,216,33,30,88,354,23,,C,30,3,0,,,,
Noun,doctor,doctor,3.81,medicon,4.13,medfreq,1.984,0.058942181,23,8.00%,3.929,2.056,0.02427135,14,6.67%,0,,,2.153,0.123,21,4.129,0,0,0,400.4,1001,600.6,medshort,1134.47,AsymmetricalDifferentHandshape,Hand,Heel,imrp,4,BackAndForth,742,27,4,178,216,5,455,52,354,30,,A,20,3,0,,,,
Noun,lesson,lesson,3.323,medicon,4.038,medfreq,1.248,-0.057901937,26,0.00%,4.25,1.291,0.028150808,16,0.00%,1,46.15%,31.25%,1.821,-0.071,31,3.216,0,0,0,533.87,1301.3,767.43,medlong,2202.2,AsymmetricalDifferentHandshape,Hand,Palm,imrp,4,Curved,665,12,1,178,216,91,455,52,125,30,,D,83,3,0,,,,
Noun,baseball,baseball,6.571,hiicon,4.12,medfreq,1.833,0.084432755,25,0.00%,3.933,2.086,0.029879676,15,0.00%,1,100.00%,100.00%,2.153,1.406,21,3.11,0,0,0,433.77,1134.47,700.7,medlong,1267.94,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,BackAndForth,772,80,12,332,349,345,455,82,354,72,,A,43,3,0,,,,
Noun,policeman,policeman,4.211,medicon,4.258,medfreq,1.39,0.137432663,31,0.00%,4,1.455,0.030425323,18,0.00%,0,,,2.048,0.473,38,2.777,0,0,0,400.4,934.27,533.87,medshort,1167.84,OneHanded,Body,Clavicle,i,5,BackAndForth,795,9,0,388,100,41,265,108,354,11,,A,52,1,0,,,,
Noun,hearing_aid,hearing_aid,5.37,hiicon,4.708,hifreq,1.517,0.036185423,24,4.00%,4.692,1.601,0.031805181,13,7.14%,0,,,2.016,1.25,27,NA,0,0,0,567.23,1134.47,567.23,medshort,1801.8,OneHanded,Head,Other,i,2,BackAndForth,760,34,8,388,300,74,265,76,354,39,,B,15,1,0,,,,
Noun,salt,salt,1.037,loicon,4.92,hifreq,1.288,0.173605538,25,0.00%,4.714,1.383,0.033758351,14,0.00%,0,,,2.016,-0.89,27,2.998,0,0,0,667.33,967.63,300.3,short,1768.44,AsymmetricalSameHandshape,Hand,FingerBack,im,3,None,498,1,0,78,216,21,129,88,180,8,,B,69,1,0,,,,
Noun,grandmother,grandmother,1.333,loicon,4.5,medfreq,1.526,0.087666861,30,0.00%,4.611,1.461,0.035492855,18,0.00%,0,,,2.025,-0.694,27,3.15,0,0,0,500.5,1101.1,600.6,medshort,1968.64,OneHanded,Head,Chin,imrp,1,Other,880,38,2,388,300,63,455,487,46,192,,C,27,2,0,,,,
Noun,letter,letter,1.8,loicon,4.567,medfreq,1.455,0.11434345,30,0.00%,4.667,1.609,0.041577056,18,0.00%,0,,,1.921,-0.55,30,3.625,0,0,0,567.23,867.53,300.3,short,1634.97,AsymmetricalSameHandshape,Head,Mouth,thumb,1,Straight,726,6,5,78,300,40,54,487,177,44,,C,31,1,0,,,,
Noun,excuse,excuse,1.667,loicon,4.269,medfreq,1.71,0.07690419,26,0.00%,4.313,1.448,0.048058728,16,0.00%,0,,,2.009,-0.663,24,4.274,0,0,0,567.23,1267.94,700.7,medlong,1935.27,AsymmetricalDifferentHandshape,Hand,FingerFront,imrp,3,BackAndForth,762,35,2,178,216,12,455,88,354,34,,D,52,3,0,,,,
Noun,scan,scan,4.032,medicon,4.433,medfreq,1.406,0.039891689,30,0.00%,4.611,1.42,0.050006272,18,0.00%,1,43.33%,38.89%,1.821,0.321,31,2.682,0,1,0,367.03,1067.73,700.7,medlong,1935.27,AsymmetricalDifferentHandshape,Neutral,Neutral,i,2,BackAndForth,772,13,8,178,349,345,265,76,354,39,,C,39,3,0,,,,
Noun,africa,africa,2.1,loicon,3.667,medfreq,1.617,-0.091611292,27,0.00%,3.923,1.605,0.051374334,13,0.00%,0,,,2.074,-0.442,30,2.981,0,1,0,1067.73,2068.74,1001,long,3136.47,OneHanded,Neutral,Neutral,imrp,1,Curved,920,32,9,388,349,345,455,487,125,192,,A,82,2,0,,,,
Noun,sympathy,pity,2.233,loicon,4.222,medfreq,1.34,0.057001827,27,0.00%,4.25,1.342,0.055494082,16,0.00%,1,40.74%,43.75%,1.821,-0.67,30,2.63,0,0,0,367.03,1568.24,1201.2,long,2068.74,SymmetricalOrAlternating,Neutral,Neutral,m,3,Circular,563,8,3,332,349,345,30,88,111,23,,D,90,1,0,,,,
Noun,fall_1,fall_1,1.3,loicon,4.68,hifreq,1.574,0.041783885,25,0.00%,4.714,1.437,0.060153098,14,0.00%,0,,,1.948,-0.761,30,3.781,0,0,0,567.23,900.9,333.67,medshort,1935.27,AsymmetricalDifferentHandshape,Arm,ForearmUlnar,imrp,1,BackAndForth,879,12,3,178,27,12,455,487,354,192,,B,74,3,0,,,,
Noun,birth,birth,2.519,medicon,4.367,medfreq,1.65,-0.019178619,30,0.00%,4.722,1.364,0.062993314,18,0.00%,0,,,2.025,-0.129,27,3.148,0,0,0,633.97,1067.73,433.77,medshort,2035.37,AsymmetricalSameHandshape,Hand,Palm,imrp,1,Curved,829,32,2,78,216,91,455,487,125,192,,C,76,2,0,,,,
Noun,theater,theater,1.657,loicon,3.963,medfreq,1.372,-0.090942297,27,0.00%,4.25,1.438,0.065206319,16,0.00%,1,48.15%,50.00%,2.025,-0.656,35,3.089,0,0,0,600.6,1668.34,1067.73,long,2635.97,SymmetricalOrAlternating,Body,Clavicle,thumb,1,Circular,732,10,2,332,100,41,54,487,111,44,,D,52,1,0,,,,
Noun,wood,wood,3.278,medicon,4.2,medfreq,1.54,-0.110272986,30,0.00%,4.667,1.372,0.070021691,18,0.00%,0,,,2.075,0.132,36,3.139,0,0,0,1101.1,2168.84,1067.73,long,2702.7,AsymmetricalSameHandshape,Hand,FingerRadial,imrp,1,BackAndForth,883,49,18,78,216,33,455,487,354,192,,B,76,2,0,,,,
Noun,pain,pain,1.429,loicon,4.5,medfreq,1.48,0.086674725,30,0.00%,4.667,1.495,0.070063965,18,0.00%,0,,,2.075,-0.728,35,3.7,0,0,0,467.13,767.43,300.3,short,1668.34,SymmetricalOrAlternating,Neutral,Neutral,i,4,None,704,6,0,332,349,345,265,52,180,16,,C,33,3,0,,,,
Noun,music,music,1.657,loicon,4.133,medfreq,1.717,0.065059628,30,3.23%,4.059,1.713,0.07219954,17,5.56%,0,,,2.048,-0.736,35,3.889,0,0,0,467.13,1334.67,867.53,medlong,1868.54,AsymmetricalSameHandshape,Arm,Other,imrp,1,BackAndForth,852,16,3,78,27,74,455,487,354,192,,A,80,1,0,,,,
Noun,lemon,lemon,1.514,loicon,4.452,medfreq,1.588,0.22205394,31,0.00%,4.111,1.41,0.073733592,18,0.00%,0,,,2.048,-0.776,37,2.788,0,1,0,633.97,1301.3,667.33,medlong,2469.14,OneHanded,Head,Chin,i,1,None,801,86,22,388,300,63,265,487,180,134,,A,69,1,0,,,,
Noun,elegance,elegance,1.875,loicon,4.231,medfreq,1.275,0.060305641,26,0.00%,4.313,1.352,0.075832025,16,0.00%,0,,,2.009,-0.57,24,1.82,0,0,0,667.33,1401.4,734.07,medlong,1935.27,OneHanded,Body,TorsoMid,imrp,1,Circular,889,13,3,388,100,6,455,487,111,192,,D,42,3,0,,,,
Noun,shoulder,shoulder,6.7,hiicon,3.704,medfreq,1.66,-0.08388044,27,0.00%,4,1.354,0.078689527,13,0.00%,0,,,2.074,1.765,30,3.126,0,0,0,467.13,1301.3,834.17,medlong,1301.3,OneHanded,Body,Shoulder,imrp,4,BackAndForth,828,9,1,388,100,8,455,52,354,30,,A,55,2,0,,,,
Noun,trouble,trouble,2.3,loicon,4.76,hifreq,1.615,0.098248726,25,0.00%,4.786,1.718,0.086562705,14,0.00%,0,,,1.948,-0.252,30,4.057,0,0,0,433.77,967.63,533.87,medshort,1835.17,SymmetricalOrAlternating,Head,Other,imrp,1,Circular,893,22,4,332,300,74,455,487,111,192,,B,48,3,0,,,,
Noun,camping,camping,2.667,medicon,4.355,medfreq,1.704,0.186014854,31,0.00%,4.111,1.53,0.095536876,18,0.00%,0,,,2.048,-0.207,39,2.5,0,0,0,400.4,1034.37,633.97,medshort,1334.67,SymmetricalOrAlternating,Neutral,Neutral,ip,1,BackAndForth,833,46,1,332,349,345,7,487,354,7,,A,45,1,0,,,,
Noun,stress,stress,1.6,loicon,5.125,hifreq,1.296,0.291313709,24,0.00%,4.846,1.281,0.096227603,13,0.00%,0,,,2.045,-0.561,30,2.902,0,0,0,433.77,934.27,500.5,medshort,1601.6,Other,Hand,FingerRadial,imrp,1,BackAndForth,884,18,18,17,216,33,455,487,354,192,,B,75,2,0,,,,
Noun,east,east,2.375,medicon,4.077,medfreq,1.324,-0.016705943,26,0.00%,4.375,1.025,0.100650261,16,0.00%,0,,,2.009,-0.31,24,3.403,0,1,0,633.97,1334.67,700.7,medlong,2002,OneHanded,Neutral,Neutral,imrp,2,Straight,853,8,1,388,349,345,455,76,177,18,,D,82,3,0,,,,
Noun,videocamera,videocamera,1.567,loicon,4.56,medfreq,1.502,-0.070694566,25,0.00%,4.857,1.167,0.102194528,14,0.00%,0,,,1.948,-0.619,30,NA,0,0,0,433.77,934.27,500.5,medshort,1735.07,AsymmetricalDifferentHandshape,Hand,FingerFront,imrp,3,None,719,11,0,178,216,12,455,88,180,34,,A,5,3,0,,,,
Noun,cookie,cookie,3.267,medicon,4.96,hifreq,1.172,0.206599544,25,0.00%,4.786,1.251,0.102444676,14,0.00%,0,,,1.948,0.216,30,2.931,0,0,0,467.13,1001,533.87,medshort,1801.8,Other,Hand,Palm,imrp,5,None,681,0,0,17,216,91,455,108,180,89,,B,8,3,0,,,,
Noun,uncle,uncle,1.032,loicon,4.407,medfreq,1.217,0.167458064,27,0.00%,4.353,1.222,0.102764366,17,0.00%,0,,,2.166,-0.878,31,3.801,0,1,0,433.77,1201.2,767.43,medlong,1968.64,OneHanded,Head,Eye,im,1,Circular,778,25,0,388,300,61,129,487,111,66,,A,22,2,0,,,,
Noun,sushi,sushi,1.32,loicon,4.269,medfreq,1.638,0.112560991,26,0.00%,4.313,1.493,0.103507863,16,0.00%,1,80.77%,87.50%,2.009,-0.806,25,2.348,0,0,0,500.5,1735.07,1234.57,long,2168.84,AsymmetricalDifferentHandshape,Hand,Palm,im,1,BackAndForth,781,40,11,178,216,91,129,487,354,66,,D,92,3,0,,,,
Noun,person,person,1.37,loicon,4.84,hifreq,1.65,0.090424456,25,0.00%,4.857,1.46,0.106942096,14,0.00%,0,,,2.016,-0.726,27,4.036,0,1,0,467.13,800.8,333.67,medshort,1434.77,SymmetricalOrAlternating,Neutral,Neutral,im,Stacked,Straight,628,7,0,332,349,345,129,13,177,13,,B,66,1,0,,,,
Noun,girl,girl,1.528,loicon,4.552,medfreq,1.639,0.12642693,29,3.33%,4.765,1.751,0.107251817,17,5.56%,0,,,2.075,-0.688,36,4.454,0,0,0,500.5,800.8,300.3,short,1634.97,OneHanded,Head,CheekNose,thumb,1,Curved,758,20,2,388,300,45,54,487,125,44,,C,73,3,0,,,,
Noun,bedroom,bedroom,4,medicon,4.444,medfreq,1.695,0.176098895,27,0.00%,4.375,1.455,0.113623466,16,0.00%,0,,,2.025,0.508,37,3.273,1,0,0,734.07,2068.74,1334.67,long,2936.27,SymmetricalOrAlternating,Head,Eye,imrp,1,None,892,31,10,332,300,61,455,487,180,192,,D,56,1,0,,,,
Noun,order_2,order_2,1.75,loicon,4.467,medfreq,1.332,0.032969372,30,0.00%,4.778,1.437,0.114540788,18,0.00%,1,83.33%,83.33%,2.075,-0.592,36,3.902,0,0,0,467.13,834.17,367.03,medshort,1968.64,OneHanded,Head,Chin,i,1,Other,785,47,2,388,300,63,265,487,46,134,,C,36,3,0,,,,
Noun,corn_1,corn_1,4.1,medicon,4.185,medfreq,1.302,0.186743518,27,0.00%,4,1.225,0.118649111,13,0.00%,0,,,2.074,0.484,30,2.861,0,0,0,400.4,1501.5,1101.1,long,1634.97,OneHanded,Head,Mouth,i,1,BackAndForth,861,90,7,388,300,40,265,487,354,134,,A,84,2,0,,,,
Noun,candy_2,candy_2,1.233,loicon,4.654,hifreq,1.719,0.218434649,26,0.00%,4.5,1.673,0.128768169,16,0.00%,1,42.31%,37.50%,2.166,-0.775,30,3.262,0,1,0,600.6,1201.2,600.6,medshort,1735.07,OneHanded,Head,Chin,im,1,None,774,51,9,388,300,63,129,487,180,66,,D,79,2,0,,,,
Noun,candy_1,candy_1,1.897,loicon,4.419,medfreq,1.587,0.260997694,31,0.00%,4.167,1.757,0.132933585,18,0.00%,1,96.77%,94.44%,2.048,-0.587,39,3.262,0,0,0,400.4,1234.57,834.17,medlong,1668.34,OneHanded,Head,CheekNose,i,1,None,801,86,22,388,300,63,265,487,180,134,,A,18,1,0,,,,
Noun,alarm,alarm,1.667,loicon,4.4,medfreq,1.476,0.043763744,30,0.00%,4.722,1.602,0.138938895,18,0.00%,0,,,1.921,-0.607,30,3.183,0,0,0,867.53,1434.77,567.23,medshort,2268.94,AsymmetricalDifferentHandshape,Hand,Palm,i,1,BackAndForth,797,53,6,178,216,91,265,487,354,134,,C,85,1,0,,,,
Noun,sun,sun,4.593,medicon,4.633,hifreq,1.377,0.170414331,30,0.00%,4.778,1.517,0.13985169,18,0.00%,0,,,2.025,0.877,27,3.551,0,0,0,600.6,1568.24,967.63,medlong,1901.9,OneHanded,Head,Other,imrp,4,Circular,786,10,0,388,300,74,455,52,111,30,,C,3,2,0,,,,
Noun,asia,asia,1.73,loicon,4.516,medfreq,1.651,0.269972524,31,0.00%,4.222,1.592,0.143823415,18,0.00%,0,,,2.048,-0.688,37,2.433,0,1,0,600.6,1601.6,1001,long,2235.57,OneHanded,Neutral,Neutral,imrp,7,Circular,829,12,4,388,349,345,455,82,111,72,,A,78,1,0,,,,
Noun,adult,adult,2.229,loicon,4.6,medfreq,1.276,0.137196141,30,0.00%,4.778,1.215,0.146134436,18,0.00%,0,,,2.075,-0.354,35,2.863,0,0,0,1034.37,1835.17,800.8,medlong,2936.27,SymmetricalOrAlternating,Head,Other,imrp,3,Circular,803,7,0,332,300,74,455,88,111,34,,C,8,3,0,,,,
Noun,camera,camera,6.7,hiicon,4.8,hifreq,1.528,0.102895102,25,0.00%,4.929,1.542,0.146407873,14,0.00%,0,,,1.948,2.04,30,3.464,0,0,0,433.77,834.17,400.4,medshort,1735.07,AsymmetricalDifferentHandshape,Neutral,Other,i,1,None,852,13,5,178,349,345,265,487,180,134,,B,73,3,0,,,,
Noun,fault,fault,2.567,medicon,4.8,hifreq,1.424,0.250035469,30,0.00%,4.833,1.249,0.149666109,18,0.00%,0,,,1.921,-0.148,30,3.725,0,0,0,467.13,967.63,500.5,medshort,2168.84,OneHanded,Body,Shoulder,imrp,4,Curved,751,9,0,388,100,8,455,52,125,30,,C,51,1,0,,,,
Noun,shorts,shorts,3.686,medicon,4.1,medfreq,1.668,0.048036401,30,0.00%,4.167,1.689,0.150738969,18,0.00%,0,,,2.048,0.241,35,2.682,0,0,0,233.57,1267.94,1034.37,long,1434.77,SymmetricalOrAlternating,Body,Hips,imrp,1,BackAndForth,894,57,4,332,100,6,455,487,354,192,,A,37,1,0,,,,
Noun,minute,minute,2.593,medicon,4.792,hifreq,1.474,0.033828882,24,0.00%,4.923,1.656,0.154004628,13,0.00%,0,,,2.016,-0.155,27,4.285,0,0,0,600.6,734.07,133.47,short,1568.24,AsymmetricalDifferentHandshape,Hand,FingerTip,i,1,None,746,36,1,178,216,15,265,487,180,134,,B,74,1,0,,,,
Noun,smile,smile,6.636,hiicon,4.074,medfreq,1.708,-0.044990455,27,0.00%,4.438,1.788,0.15572927,16,0.00%,0,,,2.025,1.849,33,3.471,0,0,0,567.23,1167.84,600.6,medshort,2035.37,SymmetricalOrAlternating,Head,CheekNose,i,1,Curved,865,16,4,332,300,45,265,487,125,134,,D,31,1,0,,,,
Noun,remote_control,remote_control,6,hiicon,4.84,hifreq,1.93,0.106724811,25,0.00%,4.929,2.165,0.15707626,14,0.00%,0,,,1.948,1.595,9,NA,0,0,0,567.23,1134.47,567.23,medshort,1901.9,OneHanded,Neutral,Neutral,thumb,1,None,842,21,3,388,349,345,54,487,180,44,,B,4,3,0,,,,
Noun,mountain,mountain,2.526,medicon,4.226,medfreq,1.875,0.097115718,31,0.00%,4.278,1.809,0.15751587,18,0.00%,0,,,2.048,-0.319,38,3.257,0,0,0,233.57,867.53,633.97,medshort,1334.67,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,Straight,725,48,7,332,349,345,455,82,177,72,,A,55,1,0,,,,
Noun,pencil,pencil,3.967,medicon,4.296,medfreq,1.54,0.235038153,27,0.00%,4.154,1.625,0.160382983,13,0.00%,0,,,2.074,0.384,30,2.702,1,0,0,400.4,934.27,533.87,medshort,1134.47,OneHanded,Head,Mouth,i,6,Other,607,10,0,388,300,40,265,74,46,42,,A,53,2,0,,,,
Noun,order_1,order_1,4.444,medicon,4.6,medfreq,1.221,0.152811324,30,0.00%,4.778,1.215,0.165067928,18,0.00%,0,,,2.025,0.825,27,3.902,0,0,0,533.87,1201.2,667.33,medlong,2068.74,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,C,64,2,0,,,,
Noun,city,city,3.148,medicon,4.5,medfreq,1.474,-0.160162251,24,0.00%,4.923,1.498,0.165118694,13,0.00%,0,,,2.016,0.128,27,3.936,0,0,0,433.77,800.8,367.03,medshort,1434.77,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,Straight,870,88,12,332,349,345,455,487,177,192,,B,29,1,0,,,,
Noun,disagreement,disagreement,2.333,loicon,5.2,hifreq,1.291,0.351482772,25,0.00%,4.929,1.207,0.171687846,14,0.00%,0,,,2.045,-0.211,30,1.898,1,0,0,500.5,934.27,433.77,medshort,1768.44,Other,Head,Eye,i,1,None,751,23,22,17,300,61,265,487,180,134,,B,66,2,0,,,,
Noun,ball,ball,5.37,hiicon,4.633,hifreq,1.474,0.195634246,30,0.00%,4.833,1.383,0.17331809,18,0.00%,0,,,2.025,1.279,27,3.729,0,0,0,467.13,1067.73,600.6,medshort,1901.9,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,BackAndForth,779,85,8,332,349,345,455,108,354,89,,C,44,2,0,,,,
